"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-LOC121915091",115753.32102268,5.02539970806246,0.377646450646105,13.3071546136992,2.10340827199277e-40,1.52858885942259e-37
"gene-CCDC71L",1206.35266257964,4.25696165181348,0.336152317474553,12.6637879036361,9.38588813394565e-37,6.55856983144325e-34
"gene-LOC121933542",741.684604664607,7.60867586866917,0.606589482059089,12.5433692698417,4.32220476829764e-36,2.90836356409006e-33
"gene-LOC121935541",334.914059695558,9.11100032098066,0.726759192229128,12.5364775821208,4.71490927266391e-36,3.05930255949136e-33
"gene-LOC121918775",226.736575098441,11.3460781663723,0.914373913707342,12.4085759625069,2.34791550543057e-35,1.47092858285043e-32
"gene-SERTAD2",2814.80102059447,2.40249989087449,0.196088417328295,12.2521254626283,1.63649880592383e-34,9.9106367686747e-32
"gene-LOC121916667",18825.2033363047,4.13277131389715,0.33939360503098,12.1769274748707,4.12531946171878e-34,2.4177033542099e-31
"gene-NR4A3",3980.18629078572,8.06675685196695,0.66731631215626,12.0883555594517,1.21698199396655e-33,6.90941527074506e-31
"gene-LOC121920808",1181.17975352177,4.27856949859394,0.354256278474076,12.077610923435,1.38691066204051e-33,7.63557360847027e-31
"gene-PCNA",728.409548796979,3.15975414589395,0.263902575959134,11.9731841737811,4.91071553362642e-33,2.62405528867426e-30
"gene-LOC121932528",129.468513217354,10.5376365225595,0.919600532558126,11.4589282514291,2.12123402332531e-30,1.10110227816498e-27
"gene-NR4A1",20631.7516479266,7.79787497824948,0.682690067918772,11.4222768789091,3.23642147499173e-30,1.63331403771249e-27
"gene-LOC121933397",232.211719478929,9.51622410677514,0.837822558212697,11.3582810745462,6.74588926330079e-30,3.31241394961213e-27
"gene-LOC121933405",115.434582592698,10.3723585352696,0.926782305909371,11.1917960335811,4.47280566064215e-29,2.13847192743544e-26
"gene-LSMEM1",114.909435838123,10.3652674892139,0.928440757600076,11.1641668080223,6.10610159774084e-29,2.84450394430143e-26
"gene-LOC121933927",159.109118604507,9.87330582053561,0.887256671505128,11.1279025986772,9.17694020151073e-29,4.16816623952617e-26
"gene-CREM",6570.8517139786,4.36729680133232,0.395589487283976,11.0399718438352,2.45109958135964e-28,1.08613602912542e-25
"gene-LOC121933401",279.715980582303,7.73401238065021,0.715767366829755,10.8052039518166,3.25233446418011e-27,1.40686696536248e-24
"gene-BTBD6",3212.97811014852,3.11502992836958,0.291339543671139,10.6920944857585,1.10839207931473e-26,4.68308541790465e-24
"gene-LOC121927528",643.388463371331,7.31477589847679,0.685255213484474,10.6745279051314,1.33936592248384e-26,5.53036365447419e-24
"gene-LOC121916064",2130.09803773304,2.17329832723281,0.204002255326845,10.6533053948391,1.68281495622198e-26,6.79408491658687e-24
"gene-CCDC96",865.222797075609,2.79448608121557,0.264151912184517,10.5790870794967,3.72570591649642e-26,1.47149184980232e-23
"gene-PLOD3",14328.865452095,4.03661564496039,0.382286900980891,10.5591262337345,4.60932239418788e-26,1.78174828207671e-23
"gene-PMAIP1",954.815127506338,4.29399624312344,0.408965423250928,10.4996559586623,8.66955193429309e-26,3.28142540712994e-23
"gene-MTHFD2",1985.94791680849,4.68587156789556,0.446411720259588,10.4967485288485,8.94068340121271e-26,3.31498644965781e-23
"gene-LOC121935563",157.571579121206,3.86645584598188,0.37107287756309,10.4196670782669,2.01657841939647e-25,7.32743934471902e-23
"gene-LOC121933541",87.9411932123442,9.97936118695358,0.959466844429773,10.4009442795123,2.45488278287738e-25,8.7451589018267e-23
"gene-HSPA8",66927.9500906156,4.84625770587822,0.470552352972839,10.2990829293716,7.11362098364957e-25,2.48538973136434e-22
"gene-SIK1",26305.9570159415,3.37850171273735,0.329271372746146,10.2605388514659,1.06112939601719e-24,3.63747148430949e-22
"gene-LOC121933404",152.828259051002,9.3302859112177,0.925271645731308,10.0838342493931,6.51337087765562e-24,2.19138744639347e-21
"gene-TLNRD1",1600.84112318788,2.91524030567891,0.290396860443216,10.0388148178653,1.02903073169351e-23,3.39916915152866e-21
"gene-ENC1",718.611619279865,2.70595275480581,0.270203765000855,10.0144894531623,1.31639815750404e-23,4.27077173670239e-21
"gene-LOC121930413",851.926221515466,4.70526108280812,0.476399541906622,9.87671202196578,5.25281986873536e-23,1.66909177412398e-20
"gene-LOC121933408",130.847116984334,7.10540771752438,0.719514637472452,9.87527889979365,5.32845238326678e-23,1.66909177412398e-20
"gene-LOC121915046",23244.6106284874,3.42538233899903,0.347191484437635,9.86597451993187,5.84639425246733e-23,1.80029306404791e-20
"gene-LOC121922644",104.386661876837,5.90071041434923,0.601255414755134,9.81398299215707,9.80213727526371e-23,2.96808716694985e-20
"gene-LOC121932284",138.232889099261,6.08439686095968,0.621542361502514,9.78919095112244,1.25294400711288e-22,3.73171913462736e-20
"gene-OTUD1",2675.89367525288,3.73068396808728,0.381245251860278,9.78552244226909,1.29922556507537e-22,3.80715001069183e-20
"gene-ODC1",1483.47679913852,2.69563768743105,0.278415056547893,9.68208300533254,3.59319231885399e-22,1.03620822299904e-19
"gene-MGAT1",12877.2365228033,3.3435362738207,0.346789097916424,9.64141114559052,5.3448107087987e-22,1.51725813996023e-19
"gene-LOC121933399",141.771228960813,6.52563787792751,0.677388617669498,9.63352159706853,5.77168042825917e-22,1.61322907724019e-19
"gene-LOC121929665",112.696528478268,10.3377635988287,1.08877317869831,9.49487349714848,2.20478918010146e-21,6.06918330667929e-19
"gene-ATF3",1985.57633610704,5.47720243782957,0.589802419797945,9.28650384260199,1.59439483926706e-20,4.32342767758269e-18
"gene-HSPA4L",7861.03753319768,4.74547395632774,0.511649007323907,9.27486204096853,1.7784904934773e-20,4.75170813021993e-18
"gene-LOC121933403",158.937793534036,7.32435738582805,0.790274567342327,9.26811729556181,1.89460478200401e-20,4.98857676513751e-18
"gene-LOC121918038",284.478373612261,2.5265665868125,0.273383680742125,9.24183396738938,2.42307887432677e-20,6.28892814125268e-18
"gene-DUSP7",1576.34493358333,2.42019866787609,0.265221815698501,9.12518701186828,7.16125107902886e-20,1.83247337470136e-17
"gene-JMJD6",2665.58490569418,2.92920528163598,0.321732398521586,9.10447718382162,8.66829171434915e-20,2.18729894258743e-17
"gene-LOC121932717",517.104005037372,2.13019507628834,0.234941274634889,9.0669256800397,1.22422363610361e-19,3.04680753708635e-17
"gene-HSPH1",827.994157890053,4.18082831027238,0.461582566934748,9.05759577974574,1.33357423140694e-19,3.27410495083802e-17
"gene-MYCL",1246.39726471307,3.4286048639066,0.381831100145121,8.97937559984899,2.7230768313056e-19,6.59638131615468e-17
"gene-LOC121920815",58.2458635957227,6.48352120863732,0.725858550075307,8.93221028803018,4.17580791399816e-19,9.98237870809455e-17
"gene-FAM110C",875.028487313368,2.2550211462486,0.253994461667023,8.87822959385958,6.79329076618603e-19,1.60286372259828e-16
"gene-LENG8",2336.87640725172,-1.59878489180454,0.180746926177008,-8.84543336708709,9.11737740269252e-19,2.12364759810407e-16
"gene-LOC121921318",164.07305099887,3.87772713016802,0.441060916151911,8.79181761104502,1.47159532222169e-18,3.3842966853321e-16
"gene-LOC121937208",1341.14441932374,2.95505987239147,0.336182859127734,8.79003730308774,1.49510316207621e-18,3.39537928107507e-16
"gene-DUSP2",171.449910818325,4.95595968463628,0.565478004328961,8.76419532978545,1.88115426693323e-18,4.21935934835097e-16
"gene-LOC121933407",323.862153652746,7.29764399518105,0.839947076443418,8.68821881740623,3.6816614309513e-18,8.15712498506381e-16
"gene-SLC25A43",610.19025925976,1.23332102356254,0.142877824910639,8.63199747290319,6.02897168969146e-18,1.31969105612427e-15
"gene-TSN",1609.52845732344,-0.956375227361975,0.111141161782878,-8.60504975852531,7.62836606369301e-18,1.64990660291874e-15
"gene-LOC121916378",188.480969484027,-25.8029829436676,3.00332865677394,-8.59146163889507,8.58698787804273e-18,1.83539289139153e-15
"gene-LOC121933463",578.180625430801,3.3486825851284,0.391432923927363,8.55493337537902,1.17936828658247e-17,2.4914840733291e-15
"gene-LOC121936067",60.1436449954434,9.4319422267942,1.10324502619042,8.54927237638524,1.23866892840936e-17,2.58668242429211e-15
"gene-HES4",740.613965543508,2.72315983653098,0.321376812417562,8.47341728249142,2.38297069529181e-17,4.91975131727972e-15
"gene-LOC121932297",402.446310864101,4.0827146104404,0.482231731198313,8.46629192213282,2.5332877371984e-17,5.11386351215784e-15
"gene-ATXN1",564.879030904901,1.4175173031658,0.167428741324167,8.46639168373895,2.53111993982293e-17,5.11386351215784e-15
"gene-LOC121933406",45.8107829827894,9.03932751110484,1.07420335899948,8.41491272148331,3.93187548150016e-17,7.84992458768076e-15
"gene-PLCH2",448.331648117917,1.46864356660657,0.174710032320985,8.40617763671585,4.23589426033486e-17,8.36497031758302e-15
"gene-LOC121915003",75.2175154198355,4.13700152498507,0.492782367489851,8.39518984020927,4.65142092688996e-17,8.9901080212486e-15
"gene-INTS2",342.295184611263,2.61978337404897,0.312025094684349,8.39606627376939,4.61685121783702e-17,8.9901080212486e-15
"gene-LOC121932372",54.030502035767,3.60842274681436,0.430722675959508,8.37760106030169,5.40173780674492e-17,1.03303971024149e-14
"gene-LOC121936958",734.665640932357,4.92819602184324,0.588412063277713,8.37541636109741,5.50289726315644e-17,1.04142330705236e-14
"gene-LOC121936953",475.218921703574,5.03922545121191,0.601988020784411,8.37097297159772,5.71444170583639e-17,1.07030904032614e-14
"gene-LOC121931317",846.871039577061,2.24804183684738,0.26884694629528,8.36179048274667,6.17734783990866e-17,1.14520464852511e-14
"gene-LOC121935549",258.740184389387,3.82782875781696,0.460237658760241,8.31706985501386,9.01646160013457e-17,1.65465731667924e-14
"gene-LOC121920814",20.1905824370449,7.85699588927508,0.951337058149249,8.25889817070749,1.47023286041833e-16,2.67111906080803e-14
"gene-AVPI1",1761.15015376894,2.989781732333,0.366484703538441,8.1579986926232,3.40621204167196e-16,6.12713469040557e-14
"gene-LOC121932069",166.62993274203,-3.40842069453112,0.419027916965447,-8.13411363904944,4.14963160807749e-16,7.39122618191685e-14
"gene-ADAT3",243.05402740809,3.79850408923788,0.467799708120502,8.11993685181909,4.66426308010272e-16,8.22721666401031e-14
"gene-LOC121937249",623.165275525374,1.95069539925653,0.241975027348668,8.06155668471411,7.53289486603578e-16,1.31593878775133e-13
"gene-KDM7A",10587.1851995656,-1.6355308992725,0.20670915308314,-7.91223259772474,2.52813477067126e-15,4.37439547748147e-13
"gene-TPRN",561.595248138036,1.92858194263252,0.243980358890349,7.90466065138987,2.68664485266754e-15,4.60480789464754e-13
"gene-DDIT3",1647.63343708946,4.16719178206692,0.529889913623946,7.86425949036709,3.71287191617448e-15,6.30424831523905e-13
"gene-JUN",13082.4266990298,3.91692111161327,0.498777729343818,7.85303930222846,4.06074344120864e-15,6.83107285554432e-13
"gene-LOC121920811",914.468375623292,2.45406119372322,0.315841845163835,7.76990519559003,7.85448914801097e-15,1.30917760404645e-12
"gene-LOC121932556",71.4095611042787,3.15461777763799,0.406175051982567,7.76664583962037,8.05917751735697e-15,1.33108306486674e-12
"gene-LOC121933435",85.0784129097381,4.16487827728973,0.537527973766427,7.74820749905659,9.31987591160727e-15,1.52543698704577e-12
"gene-LOC121923229",41.615321452942,23.195215109245,3.00389646234412,7.72170925330242,1.14779975957582e-14,1.8618951814262e-12
"gene-LOC121920477",164.644670930695,6.01069220682408,0.779122245847721,7.71469719785008,1.21269798627116e-14,1.94976079774995e-12
"gene-LOC121923213",25.2968414022942,-23.0641957046392,3.00431091309859,-7.67703356003565,1.62814788532686e-14,2.59475357724723e-12
"gene-CSRNP1",2757.58547241418,3.46269717471567,0.451813022267977,7.66400480741764,1.80223143679513e-14,2.84721223858207e-12
"gene-RHOBTB2",1443.67457055713,3.00329820743582,0.392332944494697,7.6549732811857,1.93352438818606e-14,3.02829923142795e-12
"gene-SQSTM1",45674.664016921,2.35543976052881,0.307830152404366,7.65175127300299,1.98260443654943e-14,3.07862883788291e-12
"gene-LOC121921542",1856.73776138933,1.56896528337616,0.205160262277368,7.64751061418992,2.04907338494617e-14,3.14528194311256e-12
"gene-LOC121933931",22.9511578438424,8.04198709264174,1.05167773082189,7.64681694491801,2.06015274785554e-14,3.14528194311256e-12
"gene-DYNLL2",1571.8224523126,2.02661724608026,0.265642282859249,7.62912147970836,2.36358837467909e-14,3.57847279926414e-12
"gene-LRRD1",28.1168657901737,8.33501350065054,1.09607404226839,7.6044255946439,2.86172053712336e-14,4.2968379106163e-12
"gene-LOC121920214",21.4192468185282,-22.8204830702872,3.00451606824654,-7.59539391766521,3.06857526795967e-14,4.56966192363043e-12
"gene-BCORL1",630.92471505846,1.36273346047987,0.180644922648765,7.54371305043258,4.56775628567923e-14,6.73381269732628e-12
"gene-LOC121927459",34.7440166202419,3.9482296702034,0.523435811771061,7.54291086206817,4.59595318399636e-14,6.73381269732628e-12
"gene-RGS16",1305.31189549635,2.88515907471249,0.384624499241308,7.50123582976025,6.32189322711305e-14,9.18849249201519e-12
"gene-LOC121917675",25.6711891826822,22.5261709889247,3.00434477081965,7.49786482820315,6.48657392515915e-14,9.35302183113424e-12
"gene-SIVA1",171.567389401347,1.9282392538614,0.257357612723438,7.49245080981353,6.75992680462259e-14,9.67042127451836e-12
"gene-LOC121927230",1933.0748721246,1.6935786816615,0.228113244572168,7.42428912813827,1.13387231325953e-13,1.60939001463275e-11
"gene-MEPCE",2158.5673555749,1.56394157334046,0.211200196805261,7.40501948860637,1.31131210224436e-13,1.84681537004461e-11
"gene-HSPB8",3666.95088046426,2.65656220078233,0.358853203632678,7.40292179055365,1.33220218811223e-13,1.86180379643254e-11
"gene-ENDOU",20.4209485495582,22.2079796334851,3.00464575438471,7.39121395627978,1.4549428001894e-13,2.01781685449168e-11
"gene-LOC121935875",22.6421801937149,5.96644874426563,0.809037520747217,7.37474912010891,1.64654818041516e-13,2.26624904104414e-11
"gene-ANKRD9",4184.36331197927,3.53919662301262,0.480352870149389,7.36790980745454,1.73323978210693e-13,2.36763160611419e-11
"gene-SERTAD1",919.291650661293,2.49394459792216,0.34074959942309,7.31899495155552,2.49834995515605e-13,3.387315073528e-11
"gene-NABP1",174.402530540698,3.38523939885517,0.463306983458217,7.30668761689508,2.73808099001239e-13,3.68484855011445e-11
"gene-STIP1",7078.13751938418,2.43984472446677,0.336840230162614,7.24332934723653,4.37802021991913e-13,5.84851995260962e-11
"gene-LOC121920323",139.245908675156,2.94348727828603,0.407566035960607,7.22211131098895,5.11865460713602e-13,6.78800853302534e-11
"gene-LOC121936064",18.161196767021,7.70450782385778,1.07042827997156,7.1975936809727,6.128444288724e-13,8.0682301331549e-11
"gene-GADD45B",4136.33446580986,2.40077019600274,0.33415688264917,7.18456006941896,6.74239336244762e-13,8.81264766970852e-11
"gene-LOC121918437",36.1437155619291,5.73439927730544,0.801517965251876,7.15442388805772,8.40250506984095e-13,1.09040508649193e-10
"gene-LOC121920812",158.792794706507,5.16470064780787,0.722419317975158,7.14917295163675,8.73022801619984e-13,1.12489916736396e-10
"gene-LOC121915757",192.494527084435,-2.93136547362082,0.410621640089174,-7.13884799881523,9.41163369314604e-13,1.20415887983857e-10
"gene-LOC121919378",281.112940101257,3.76516596500389,0.528515898399513,7.12403539118846,1.04812111805593e-12,1.3316268862126e-10
"gene-CELF5",21.6646494692084,7.95730445768039,1.11922282753661,7.10966955096356,1.16321121764955e-12,1.46758481960118e-10
"gene-PEAK1",3406.27116801406,2.16698549327265,0.304902359314633,7.10714570442698,1.18467350995747e-12,1.47634560860028e-10
"gene-LOC121920714",146.667035773361,4.29670226612339,0.60457805629069,7.10694379562046,1.18640719317283e-12,1.47634560860028e-10
"gene-GJA4",265.05750531387,2.8165624166383,0.397069343190248,7.09337667322457,1.30878590278268e-12,1.61755253617386e-10
"gene-LOC121933871",73.4413109982097,6.45831010533632,0.916358889570422,7.04779555133022,1.81774448129353e-12,2.22563889253279e-10
"gene-LOC121933394",46.7592203766608,5.9425516750682,0.843247847730103,7.04721831317407,1.82529829913797e-12,2.22563889253279e-10
"gene-TSC22D2",932.387993059021,2.0203093028827,0.287349303857152,7.03084808546133,2.05281915216601e-12,2.48637455710347e-10
"gene-RNF227",2433.45369378904,1.86961088217519,0.266084739850646,7.02637394096558,2.1196990810485e-12,2.55037701354233e-10
"gene-NOCT",2365.86845273475,2.99691255488792,0.427622454002051,7.00831428948664,2.41206504143558e-12,2.88305247847379e-10
"gene-LOC121921816",477.508053687947,1.50160006400191,0.214384714335638,7.00423100898425,2.48346060002379e-12,2.94898772426354e-10
"gene-LBH",414.521547642628,3.26189476966692,0.467073991365054,6.98367888165602,2.87548906848909e-12,3.3923302205396e-10
"gene-P4HA1",1014.80676099067,2.73215653659374,0.391697894123871,6.97516268936008,3.05517060045578e-12,3.58105415929552e-10
"gene-LOC121933098",42.4839417480021,3.9750324303211,0.573749446875795,6.92816777770526,4.26325960351609e-12,4.96505772286413e-10
"gene-LOC121922536",309.502278008609,2.36451965567233,0.342921919877075,6.89521292928699,5.378418104699e-12,6.22389172778162e-10
"gene-NPR1",1420.54498546689,-1.35915118645589,0.197680123614152,-6.8755075705476,6.17695263786466e-12,7.10271364080539e-10
"gene-PDE4A",267.467417350823,2.45052910202176,0.356662081766154,6.87073066440647,6.3873890677103e-12,7.29849588567048e-10
"gene-JUNB",5769.8972279982,3.6813521881013,0.537187266597133,6.85301461336044,7.23096959873216e-12,8.21076597936037e-10
"gene-TTC14",835.962204226744,-1.79141630574066,0.261813988762114,-6.84232463746753,7.79182609907778e-12,8.79266438310839e-10
"gene-LOC121926989",589.865903321537,2.58553315134751,0.378255638635653,6.83541205274133,8.17696513150098e-12,9.17031496969814e-10
"gene-LOC121915174",101.405446346423,5.93944025622542,0.870362733220641,6.8240976199055,8.84797028325738e-12,9.86195853412394e-10
"gene-LOC121920715",133.963720793415,5.62248961888504,0.825540507197716,6.81067684730637,9.71406163392011e-12,1.07612848637232e-09
"gene-LOC121924842",41.8651109094467,4.33418008515631,0.639213756979552,6.7804862424057,1.19772082998802e-11,1.31879951752863e-09
"gene-BTG2",25710.7519733812,3.99421833870596,0.592010092892453,6.74687541084128,1.51062881144864e-11,1.6533195329156e-09
"gene-LOC121918779",134.944600901401,5.71805824356734,0.853942310088789,6.69607088911287,2.14097894582141e-11,2.32917996932236e-09
"gene-HEXIM1",2707.54765662341,1.38666809219165,0.207229796044832,6.69145131953737,2.2096801204024e-11,2.38961121592088e-09
"gene-SLC1A5",2626.1243871977,4.61445659471997,0.689893667975712,6.68864900334528,2.25240236319797e-11,2.42139917956099e-09
"gene-LOC121914993",19.3503073527454,5.61759280892175,0.841879059876912,6.6726838528839,2.51167088426143e-11,2.68423744854481e-09
"gene-RGS2",2808.68709737167,2.33842050289539,0.350975218155289,6.66263708072049,2.68957251995446e-11,2.8575528387446e-09
"gene-LOC121917035",5869.1217401746,3.01672231780773,0.452935274090458,6.66038281930157,2.73115250140727e-11,2.88485922357949e-09
"gene-LOC121927762",175.740748747142,3.14772377942139,0.473108662959953,6.65327867751987,2.86634719412023e-11,2.99286182889519e-09
"gene-LOC121935857",27.9862709882728,3.37587237130986,0.507378546683429,6.65355757230347,2.86091828752457e-11,2.99286182889519e-09
"gene-ID3",5816.48739184435,2.33186986482059,0.351013464024621,6.64324905969142,3.06842685758984e-11,3.18555309421098e-09
"gene-ZBTB1",1081.46638861274,1.71767635735681,0.258784377179553,6.63748088689694,3.19089320535307e-11,3.27526258502004e-09
"gene-LOC121936933",57.442904139147,3.69207360114505,0.556185180565522,6.63820923346248,3.17516943176816e-11,3.27526258502004e-09
"gene-MYC",2618.99308824866,2.85796655457057,0.430867521130216,6.63305172567612,3.2881651479274e-11,3.33739577695782e-09
"gene-DDIT4",33942.5110780966,2.15790752166818,0.325317211732237,6.63324116845166,3.28394588452162e-11,3.33739577695782e-09
"gene-LOC121919462",111.177391002321,4.63819346393494,0.700121947148361,6.62483654858498,3.47632625457889e-11,3.5087719662883e-09
"gene-PYGM",246.304556610087,3.2575827391848,0.494595726131254,6.58635440436523,4.50757145525488e-11,4.50445101145539e-09
"gene-LOC121919890",372.891376922074,1.2181210688582,0.184950629251555,6.5861958609582,4.51238487497183e-11,4.50445101145539e-09
"gene-CDC42EP1",2908.39353498517,1.96651202575342,0.298892713975065,6.57932406447844,4.72591740064479e-11,4.69182881611555e-09
"gene-LOC121916077",47.79729789478,3.64400694486652,0.554883530068315,6.56715643446452,5.12851618098493e-11,5.06385228131164e-09
"gene-SPSB1",1033.46622101771,2.42029650640222,0.368879878217513,6.56120501366863,5.33746774523555e-11,5.24168183759132e-09
"gene-LOC121917825",92.77522740963,4.92482389960652,0.752762679161487,6.54233271114391,6.0566569870259e-11,5.91598624410143e-09
"gene-LOC121916664",15.6970337824351,7.49404947020841,1.1487865973585,6.52344786006389,6.87093044391742e-11,6.6754579842295e-09
"gene-LOC121915406",422.573217858147,2.49008248290119,0.381889765730408,6.52042213841113,7.01097940354789e-11,6.77529115976905e-09
"gene-JDP2",314.304056568828,2.7447285517332,0.422174598550448,6.50140619818749,7.95726475543712e-11,7.64907862840114e-09
"gene-HOMEZ",227.513498460245,1.53629089959208,0.236430330453688,6.49785878420962,8.14712227948862e-11,7.79036408282891e-09
"gene-LOC121920929",308.214108966213,2.40609360382868,0.371302838451748,6.48013792154557,9.16388116781588e-11,8.71672214957481e-09
"gene-LOC121921912",789.173220286965,2.28009025502946,0.352305667212816,6.47190910401147,9.67723340396746e-11,9.15708210850421e-09
"gene-GAL3ST3",46.1272438983052,5.69051881062763,0.879727791018602,6.46849953897536,9.89808196237305e-11,9.31753124831055e-09
"gene-LOC121920143",22.8256683701089,3.86724657659842,0.599996121165893,6.44545262906652,1.15255922628077e-10,1.079365774385e-08
"gene-SRSF1",2285.31665477626,-1.17290746069491,0.182243957058573,-6.43591963007001,1.22727963848625e-10,1.14344699856504e-08
"gene-LOC121918477",20.7534005640064,6.484495620657,1.00873600331725,6.42833764169476,1.29006942137512e-10,1.19581536977261e-08
"gene-SUSD4",18.9343954484986,7.76397141274119,1.21070851607047,6.41275031081823,1.4291749338232e-10,1.31625596499953e-08
"gene-ARGLU1",2738.45369309342,-1.66698553179739,0.259971557515469,-6.41218427018964,1.4344929605345e-10,1.31625596499953e-08
"gene-ID4",449.786999632166,1.72719339992851,0.269624086826094,6.40593138491569,1.49454171141887e-10,1.36446401070643e-08
"gene-KIAA1143",1518.95771611199,-0.976106174364093,0.152518047820914,-6.39993881583266,1.55439226551415e-10,1.41200993399306e-08
"gene-ID2",9083.21122878964,1.85944131766214,0.290605540735002,6.39850607445138,1.56904502534366e-10,1.41822935425093e-08
"gene-TRIB1",4906.95755146965,2.49088192084278,0.391166204155734,6.36783519225269,1.91714750944526e-10,1.72429385899017e-08
"gene-DKK4",954.027668455756,2.93361053678733,0.460922131331475,6.3646554100428,1.9572865451719e-10,1.75172324890064e-08
"gene-LOC121917961",230.049064908474,3.03332525373822,0.477007311639423,6.35907496535641,2.02972337928335e-10,1.80764776249117e-08
"gene-PLK2",2086.69356024151,1.30365703983246,0.205335588106036,6.34890937249144,2.16846725770078e-10,1.92179088477599e-08
"gene-LOC121932303",372.87862097269,4.05806146746256,0.641254182599823,6.32831968597857,2.47845251112784e-10,2.18585073894032e-08
"gene-CSF1",892.793136057534,1.82509982907675,0.288551639012152,6.32503712446385,2.53171707913001e-10,2.22204038133497e-08
"gene-ETS2",8384.32459812193,2.71823264368003,0.430307128163963,6.31695936639069,2.66759684801785e-10,2.33004324686482e-08
"gene-LOC121926471",46.1896730517271,5.38456642445054,0.853473447333176,6.30900286502824,2.80838920414886e-10,2.4412830172716e-08
"gene-PPP2R5B",884.2416761922,1.41180605776809,0.223979864112489,6.30327223102091,2.91426359589179e-10,2.52125433381724e-08
"gene-STK17A",121.214011499695,2.63522330092217,0.418484447439329,6.29706388623731,3.03336285453193e-10,2.61185480289745e-08
"gene-BRD2",4937.67684606729,1.14269686496925,0.181838937749992,6.2841153776444,3.29725769101016e-10,2.81242148968416e-08
"gene-LOC121928709",1610.18383693304,1.87928032711322,0.299052444586215,6.2841162516277,3.29723914397825e-10,2.81242148968416e-08
"gene-LOC121916958",149.464669450373,2.9180704139372,0.464635783992759,6.28033938510141,3.37834733571094e-10,2.86812216799983e-08
"gene-SIX5",146.007309631984,2.11384513444348,0.336864110589583,6.27506780328665,3.4948196169097e-10,2.95320385116351e-08
"gene-SLC5A3",6360.69064970321,3.44865280794242,0.550152712737522,6.26853731354367,3.64455295572719e-10,3.06547398609498e-08
"gene-ZDHHC12",234.87942281821,1.8749297323753,0.299507953399592,6.26003320143502,3.84895517958286e-10,3.22248007846366e-08
"gene-TOB1",5073.67783670119,2.16803355296493,0.347505822325986,6.2388409450336,4.40824934838107e-10,3.67381074134804e-08
