"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-USP34",4418.68386521935,0.433935698461067,0.0644266625406795,6.73534343311787,1.63543183038812e-11,4.09502218621122e-09
"gene-P4HA2",681.624279141144,1.4644563400518,0.217653081275711,6.72839700439026,1.71542355011325e-11,4.23120740136889e-09
"gene-MAFG",492.233763445135,1.11406688393582,0.165734254245985,6.72200740278054,1.79237844641825e-11,4.29287626166782e-09
"gene-FBXO8",1200.53490621823,-0.720225705677053,0.107141967243229,-6.72216241878431,1.79047206857701e-11,4.29287626166782e-09
"gene-MON1A",479.53798010553,0.717723769942094,0.106994353150367,6.70805279726702,1.97238573955637e-11,4.65652096170122e-09
"gene-GLYCTK",1739.80410257384,1.13444080743235,0.169778327313655,6.68189412266115,2.3587342392557e-11,5.49020310393517e-09
"gene-PPP1R16B",216.158166105175,1.58242601814257,0.237633009972099,6.6591170070537,2.75477565040074e-11,6.32297533312815e-09
"gene-USP16",1347.36419378598,0.687097097267859,0.10323328804081,6.65577073352769,2.81819270250072e-11,6.37992501390779e-09
"gene-LATS2",1657.02945016517,1.20410125215501,0.182033432292023,6.61472586103502,3.72240916052214e-11,8.31304510632282e-09
"gene-LOC116503821",63.5658361519174,2.12132069825199,0.32320478041264,6.56339518104798,5.25962118105841e-11,1.15893999517562e-08
"gene-GPBP1",4800.62464003547,1.2344571520799,0.188394850647892,6.55249943315641,5.65819336414199e-11,1.23035925705014e-08
"gene-ANKRD52",332.777551432768,1.28595373795002,0.197626671242649,6.50698476002317,7.66741873414557e-11,1.64560729870766e-08
"gene-MEPCE",1870.3584282216,0.863846740368753,0.133339784070262,6.47853711772591,9.26161498086715e-11,1.96227498940783e-08
"gene-OTUD1",3958.34953986457,2.93357370786795,0.453923533410882,6.46270460098075,1.02847944444895e-10,2.15147484797003e-08
"gene-SPINDOC",232.592177880697,-0.700127798745354,0.108589193522594,-6.44749054701909,1.13717262163061e-10,2.34357811681803e-08
"gene-RIPK4",3167.10015325085,1.55732051733309,0.241596189761514,6.44596472680452,1.14867377140422e-10,2.34357811681803e-08
"gene-ZBTB11",1082.24592632858,0.845078567523322,0.131905828516891,6.40668101648827,1.4872151410516e-10,2.99728261231935e-08
"gene-SERTAD2",2456.48610311846,1.12694774397907,0.175975858218774,6.40399061204204,1.51367423026722e-10,3.01385305173446e-08
"gene-DNAJA1",6709.20350879201,2.26176356856838,0.353745243202718,6.39376390786476,1.61851271280642e-10,3.18423108236177e-08
"gene-LOC116506217",22.9485530132899,5.69958858986205,0.892925483165972,6.38305065463412,1.73594451491154e-10,3.37508459452096e-08
"gene-LOC116503298",357.026507297676,0.80993592630191,0.127443664416002,6.35524668890649,2.08092398912781e-10,3.99876160980536e-08
"gene-TSHZ1",423.209803344362,0.86731346242738,0.136511316192415,6.35341806539239,2.10582375970754e-10,4.00009694861228e-08
"gene-LOC116510918",46.699078867774,-1.82609890245836,0.287786151085243,-6.34533279510545,2.21945135650398e-10,4.16802876336191e-08
"gene-SHROOM1",10873.5632659372,1.34606612511338,0.213260352213925,6.31184423705313,2.7572967415914e-10,5.10954422902733e-08
"gene-OSGIN1",3458.23597019376,2.33976141056111,0.370776946165028,6.31042850630663,2.78263935987208e-10,5.10954422902733e-08
"gene-EFCAB14",3801.44029161405,-0.547596182099927,0.0868104969555177,-6.30794893825477,2.82757461703769e-10,5.13499979353461e-08
"gene-LRFN4",164.650370999273,1.96105063737457,0.312032272433514,6.28476863011797,3.28342322488696e-10,5.8980274146176e-08
"gene-MAP3K13",1518.20777404438,-0.479518607206395,0.0763358441811043,-6.28169652606125,3.34898098455087e-10,5.95110319899867e-08
"gene-STARD13",4024.06849417291,0.943076166754845,0.150195348178216,6.27899717397259,3.40763785711115e-10,5.99091736453392e-08
"gene-ACTL7A",259.782890545126,2.39008467243082,0.38140373165031,6.26654768711641,3.69140376541132e-10,6.42148827654606e-08
"gene-EXD3",1247.67643962542,-0.70537886414551,0.112621882567519,-6.26324874051559,3.77038460707837e-10,6.49056000172679e-08
"gene-SPHK2",1365.51989054771,1.188972583562,0.189934031690812,6.25992389556334,3.8516539296236e-10,6.56210647844944e-08
"gene-LOC116503370",1240.57829773017,3.18974556211025,0.511220786839115,6.23946765121288,4.39062538453117e-10,7.4040280719145e-08
"gene-EPC2",2304.6981922076,0.598573606283828,0.0964076272388045,6.20877853161083,5.33980127548202e-10,8.9136925129915e-08
"gene-POP4",132.674402547389,0.729153907902535,0.118097492938351,6.17416923730264,6.65122666373171e-10,1.0991817184483e-07
"gene-LOC116505509",27.8451488337077,2.18453991143151,0.35525916544624,6.14914441035608,7.79020271018583e-10,1.27466227711417e-07
"gene-HHEX",1006.32929480151,1.15288373868377,0.18768063706117,6.1427953183472,8.10817376826608e-10,1.31368313425848e-07
"gene-LOC116506428",223.263936271602,-1.48213225271219,0.242264528654111,-6.11782608434716,9.48605109598786e-10,1.52200466419704e-07
"gene-BBX",1606.54602407264,0.645930957204616,0.10571525312248,6.11010178877641,9.95676154175928e-10,1.58216770422225e-07
"gene-NIN",690.34557559288,0.719283329691464,0.117817004251576,6.10508928028394,1.02743233471135e-09,1.61708064413713e-07
"gene-YPEL2",922.317987308775,0.978439558663828,0.16093252985284,6.07981220178749,1.20323388179142e-09,1.87590972929104e-07
"gene-LOC116503895",451.770198375102,-1.37928329464323,0.227569648650323,-6.06092817220366,1.35338264475348e-09,2.09028052216786e-07
"gene-HSPA8",11514.0826191249,4.25820489360406,0.702819225310351,6.05874845231179,1.37184728839859e-09,2.099180397044e-07
"gene-POLH",355.706795788588,-1.02206857937646,0.168746147999471,-6.05684095010967,1.38820723739850e-09,2.10472594543555e-07
"gene-LOC116517258",45.4783298770561,4.96297433428535,0.820061819280797,6.0519514719487,1.43101582998185e-09,2.14990614602546e-07
"gene-CREBBP",5013.41446075232,0.452219213532366,0.0749714716670623,6.03188390832993,1.62059187294967e-09,2.41278390021317e-07
"gene-LOC116520698",672.34624213332,1.5279177249138,0.253545625279073,6.02620425113645,1.67855033700315e-09,2.47676097047447e-07
"gene-LOC116504477",120.373924992654,1.44644400312189,0.240278010354921,6.01987672939901,1.74549950258819e-09,2.5527544052896e-07
"gene-TOB2",11925.1389628081,1.63506131547987,0.271966316920859,6.01199933135715,1.83249078669862e-09,2.65646866148959e-07
"gene-LOC116520772",625.567213606161,0.663919065786418,0.11051377137053,6.00756862744673,1.88326100542424e-09,2.70632794570791e-07
"gene-ARFGEF2",4778.12065082124,0.553193121057248,0.0924374156732798,5.98451522068196,2.17035294668857e-09,3.09200455146339e-07
"gene-KIF13B",2073.55153321586,0.970273407033297,0.162189065210515,5.98236019039829,2.1992726346286e-09,3.10642560340788e-07
"gene-FSD1L",1987.53263949353,0.910582558997909,0.152315359539265,5.97827140842726,2.2551778284887e-09,3.15839566047494e-07
"gene-LOC116508753",22.7173880435754,2.89515754151568,0.485127504204961,5.96782807905385,2.40432504956286e-09,3.3389811570652e-07
"gene-MED14",3183.84853314157,-0.294255639447472,0.0493330414456645,-5.96467663100735,2.45118986843553e-09,3.37569698048047e-07
"gene-KDM2A",3670.32783730634,0.34017726806555,0.0570522762939756,5.96255382191421,2.48325816657232e-09,3.3915970628739e-07
"gene-CLK4",1438.1391476913,0.871074059129847,0.14693233693076,5.92840267381258,3.0589562952968e-09,4.11184366980545e-07
"gene-ARHGEF18",1630.07078222288,0.742753908672897,0.125288962035825,5.92832677838385,3.0603701524027e-09,4.11184366980545e-07
"gene-RBM4B",1046.87897969282,0.442045470768537,0.0745931291115893,5.92608831447799,3.10235785732194e-09,4.13464241533084e-07
"gene-PTEN",4724.68871791659,0.502353579022474,0.0848313603281093,5.92179091646626,3.18454346193271e-09,4.1768067660238e-07
"gene-PPP1R3C",3983.79154248331,1.60858631381549,0.271589080635543,5.92286814348816,3.16374513041622e-09,4.1768067660238e-07
"gene-ZNF131",370.254518923613,-0.638394629147158,0.107849313384174,-5.91932029157301,3.23274856685943e-09,4.20664589101724e-07
"gene-URB2",801.867408167161,0.686506515043154,0.116087625814813,5.91369243900547,3.34522272812138e-09,4.31899615663546e-07
"gene-ANKRD44",2537.70216361334,1.2231230196332,0.207442072186754,5.89621481669376,3.71934705832703e-09,4.76480073534206e-07
"gene-LOC116520173",381.133597673339,1.4376787558113,0.243925495835951,5.89392572877332,3.77126729045764e-09,4.79415101862331e-07
"gene-SUPT7L",467.385945759299,-0.793236232999453,0.135104747098918,-5.87126840494124,4.32473432175994e-09,5.455767893237e-07
"gene-NICN1",377.45473347122,0.756585733121839,0.129340594493744,5.84956127720934,4.92871285954098e-09,6.17059914521018e-07
"gene-PFKFB4",672.988375653289,-0.725644884923218,0.12445161021001,-5.83073922224634,5.51823659462421e-09,6.85672014757591e-07
"gene-SLC5A3",469.724820403989,2.51567297435909,0.433050258701059,5.80919402266354,6.27743069263567e-09,7.74185221093262e-07
"gene-LOC116509403",26.60586791146,2.09334452036832,0.36054817082694,5.8060051048577,6.39810118395422e-09,7.83222371600204e-07
"gene-PCF11",5873.73472627666,0.479707706663078,0.0826440747962686,5.80450211156259,6.45575471440325e-09,7.84469135369325e-07
"gene-GRK2",1969.11486758956,0.669658096850605,0.11559888506036,5.7929459830079,6.91623573168567e-09,8.34289866436769e-07
"gene-STX11",129.917082007928,-1.83702181747877,0.317309741796555,-5.78936469796943,7.06531429964739e-09,8.46096986347628e-07
"gene-LOC116518714",354.498369508871,0.996241558656819,0.172674212434179,5.76948662230946,7.9513389746078e-09,9.453512798156e-07
"gene-JARID2",943.218458262918,-0.932007850420015,0.161743427151262,-5.76226105032634,8.29944965576776e-09,9.79690750080128e-07
"gene-LOC116511959",212.351325867073,1.09479733184906,0.190113824039931,5.75864136854727,8.47936368132096e-09,9.93829533315675e-07
"gene-CDK9",788.281968785367,-0.541391809750258,0.0943180094189626,-5.74006823389777,9.46384115975727e-09,1.1014045000433e-06
"gene-ASF1B",111.723059351763,-2.44151959796288,0.425812195974575,-5.7337944310751,9.82083514925833e-09,1.12707723386558e-06
"gene-ADNP",3273.02510223879,0.493589522653866,0.0860793638661166,5.73412140244867,9.80191068905087e-09,1.12707723386558e-06
"gene-LOC116511100",4473.01137535757,0.520751755947523,0.0909896799756588,5.72319581832612,1.04538654650777e-08,1.19145228052327e-06
"gene-DMWD",1194.13572917082,0.681025590970331,0.119134498931681,5.71644315523476,1.08776835087702e-08,1.23126436757491e-06
"gene-ABHD17C",652.225884055174,0.536387164078991,0.0939229875245897,5.71092528267972,1.12363573062406e-08,1.26321116219682e-06
"gene-ITPKA",1989.59974679152,1.49117121771686,0.261244210706992,5.70795890052979,1.14339019591766e-08,1.27673421471184e-06
"gene-GPX7",111.269078795665,1.31141898207243,0.230158322042864,5.69789947385952,1.21292530664227e-08,1.34528883339397e-06
"gene-OAZ2",1119.18550367631,-0.551743756969203,0.0970176462587381,-5.68704538036048,1.29256118035546e-08,1.42405773777029e-06
"gene-FBXL19",884.224167066526,1.46935996849433,0.258647101717871,5.68094503566909,1.3395252319971e-08,1.46602609165458e-06
"gene-ALS2CL",184.688611018772,1.46032866957811,0.257583181167792,5.66934790912004,1.43342030186383e-08,1.54828130121579e-06
"gene-PPP1R3D",179.093630776208,1.1948427032771,0.210718971966186,5.67031384088583,1.42536172120958e-08,1.54828130121579e-06
"gene-LSR",2192.48685898778,0.683738761017154,0.120698888701733,5.66483062413925,1.47169835147485e-08,1.57930434782295e-06
"gene-PIP5K1C",887.653495877685,0.481263882348129,0.0850657154230668,5.65755404459488,1.53545474541465e-08,1.63709194340145e-06
"gene-LOC116520377",117.386266152597,1.2200205089085,0.215988990730476,5.64853099587335,1.61824677609255e-08,1.71430424498113e-06
"gene-USP1",426.598012145048,-1.79000487430752,0.31697150468909,-5.64721070451836,1.63071921722552e-08,1.71651374419548e-06
"gene-PGAP1",193.69304275962,1.57997065038638,0.279967069057462,5.64341604784276,1.66708834562051e-08,1.74368999998257e-06
"gene-RASSF5",6615.79699452709,1.31182927488343,0.232767243927419,5.63579846008093,1.74249071017869e-08,1.81109443247881e-06
"gene-HSPA4L",730.071310679557,2.15768972784478,0.383488978310849,5.62647129351341,1.83933379474339e-08,1.89980189324558e-06
"gene-LBH",1948.61716258852,2.08688318918844,0.371610657215142,5.61577863462687,1.95679048081457e-08,1.99616786950257e-06
"gene-SNN",66.4251015047791,-1.14765571510834,0.204327736679189,-5.61673972295915,1.94594207621217e-08,1.99616786950257e-06
"gene-TNRC6A",5761.71987914283,0.489366173750362,0.0872108540484228,5.61129894999821,2.00813502410729e-08,2.03597787781577e-06
"gene-LOC116517025",158.635183661152,1.53789821093316,0.275047206533005,5.59139731073259,2.25249495869415e-08,2.2698007126451e-06
"gene-LOC116503896",5030.90313344277,-1.04353570462081,0.186980862389686,-5.58097599553256,2.39172654799278e-08,2.39419678270659e-06
"gene-TMEM184C",1126.08120195423,-0.739774069432535,0.132575537009121,-5.58001940721267,2.4049174992696e-08,2.39419678270659e-06
"gene-TRIP11",2956.37773503788,0.493953268998292,0.0885836249661378,5.57612390763092,2.45936781556417e-08,2.43374326467147e-06
"gene-FNIP1",2156.41064840464,0.890248952542178,0.160175073777648,5.55797435609741,2.72923470415512e-08,2.68472218576592e-06
"gene-LRIT3",60.0252667487763,1.77071497724614,0.319126696973945,5.54862690597994,2.87921856042615e-08,2.81550094258003e-06
"gene-KAT5",875.56582550765,-0.399997452442521,0.0721085535650158,-5.54715678885263,2.90352356244869e-08,2.82256649370748e-06
"gene-ZC3H7A",2841.53498925047,0.351386864882454,0.0634604527793217,5.53709987075528,3.07521212759789e-08,2.97198570881186e-06
"gene-HAS3",28.7930226930401,3.65945788452034,0.662809451713944,5.52113111099642,3.36824324467742e-08,3.20041913408228e-06
"gene-RNF122",183.457247323282,0.91590247294277,0.165892252767871,5.52106839024226,3.36944592815239e-08,3.20041913408228e-06
"gene-ZCCHC17",399.451752150113,-0.636231634933359,0.115237302327604,-5.52105630800553,3.36967765539342e-08,3.20041913408228e-06
"gene-OGA",6158.83402411856,-0.797024722354785,0.144495352006081,-5.51591944854559,3.46961160221539e-08,3.27650293361208e-06
"gene-ATN1",1146.17383360057,0.684037083601294,0.124045943682306,5.51438493912529,3.50001794257029e-08,3.28643730221117e-06
"gene-LOC116523367",996.222835879649,0.897877183265291,0.163360543652304,5.49629159643549,3.87860970371415e-08,3.62135050641696e-06
"gene-CSTF3",745.99249843258,-0.823392535355921,0.149855329005415,-5.49458294757183,3.91634819105335e-08,3.63604326996335e-06
"gene-LOC116502800",296.69367418943,-0.79890508033211,0.145678831267644,-5.48401626633278,4.157765160677e-08,3.83861603605297e-06
"gene-KTI12",218.549606704848,-0.865955781883033,0.157995831986347,-5.48087738135941,4.23221736484226e-08,3.88564578729907e-06
"gene-TNRC6B",4006.77241438121,0.835604849834168,0.152941177871902,5.46357012193301,4.66652810162839e-08,4.26072063024921e-06
"gene-CEP76",239.580476593229,-1.18084636712113,0.216307326990348,-5.45911404644107,4.78516327389237e-08,4.34503342111787e-06
"gene-AVPI1",995.922732701722,1.05617222274301,0.193886694643294,5.44736824095186,5.11205574937128e-08,4.61649362372184e-06
"gene-ZBTB24",1054.64226568185,0.884854321002782,0.1626394483746,5.44058855244476,5.31048348892131e-08,4.769622290104e-06
"gene-CSNK1G2",1927.27143576941,0.537305426224615,0.0988837526391349,5.43370788308824,5.51949123230254e-08,4.93054660027199e-06
"gene-FBXL4",1040.3074002844,0.652968319175034,0.12020020268851,5.432339584877,5.56199471230888e-08,4.94180239868906e-06
"gene-SAMD8",557.128680334973,0.785932283305005,0.145127275235161,5.41546915995975,6.11282080567694e-08,5.40216452591535e-06
"gene-LOC116518715",182.582851371797,1.26302754220671,0.23412618934332,5.39464442550947,6.86593820503192e-08,6.03545184980625e-06
"gene-DBR1",743.614030214384,-0.602808443052839,0.11201809590886,-5.38134877371324,7.39297966274134e-08,6.46435883102981e-06
"gene-LOC116512197",1179.0693753734,-0.721218103955794,0.134212123255424,-5.37371801043053,7.71294488522302e-08,6.70863827227345e-06
"gene-LOC116507392",1324.29818198909,-0.628606565996859,0.117039076878538,-5.37091185920085,7.83394948127155e-08,6.77821199620386e-06
"gene-LOC116511037",36.2554779944394,-1.61153013790786,0.300280811434639,-5.36674364974744,8.01708755342147e-08,6.90054108895017e-06
"gene-ACVR1",1853.89183141852,0.73126586589975,0.136382722953925,5.36186585852812,8.23666975957838e-08,7.01645383746352e-06
"gene-PKD1",2327.004387435,0.458442033399855,0.0854927286611163,5.36235116809839,8.21456445718764e-08,7.01645383746352e-06
"gene-PPFIA1",1708.69733464487,0.480253773355246,0.0896405371147303,5.35755126880345,8.43574347640465e-08,7.14918444569555e-06
"gene-SLC25A18",499.014565071161,1.09127372652755,0.204350627560393,5.34020247236597,9.28428317247801e-08,7.82816651573324e-06
"gene-TMCC3",415.377723745562,1.20695256019825,0.226057811635184,5.33913228420546,9.33924843157106e-08,7.83453906498189e-06
"gene-VRK1",1109.53097471258,-0.978438939099999,0.183354120102029,-5.33633462152656,9.48442975403451e-08,7.8991770019267e-06
"gene-SIX5",1492.52902836602,0.690785979645439,0.129462252711216,5.33580997687669,9.51189775737271e-08,7.8991770019267e-06
"gene-DDHD1",2189.59513099171,0.838394214582042,0.157302059985914,5.32983620594111,9.83013829475445e-08,8.1226432729556e-06
"gene-ASB7",247.102947383609,0.749144253912446,0.140678112645896,5.32523673954977,1.00821640759463e-07,8.20268538340056e-06
"gene-AMOTL2",1175.5223717455,1.02904524342173,0.19326203557392,5.32461142906742,1.01169069540488e-07,8.20268538340056e-06
"gene-PRSS53",143.387393295477,1.90577634606861,0.357928820308734,5.32445625480723,1.01255465219273e-07,8.20268538340056e-06
"gene-CPN2",451.769190555134,-1.19786220872871,0.224970744763817,-5.32452435087179,1.01217542888528e-07,8.20268538340056e-06
"gene-KCTD1",219.655242304369,0.774373276663655,0.14590799792801,5.30727093552286,1.11278713450516e-07,8.94401977676548e-06
"gene-TRAK2",1867.69391673203,0.438736064578559,0.0826723447560402,5.30692658921475,1.11489052040039e-07,8.94401977676548e-06
"gene-NCK2",973.730567657835,0.458844182352031,0.0865486467152084,5.30157546959544,1.14807568727459e-07,9.16574821637677e-06
"gene-RCOR3",2168.51121719843,0.54173773628018,0.102226654009432,5.29937853810802,1.16197505179831e-07,9.23050463876091e-06
"gene-ERF",616.371895651583,0.963442525395309,0.181831884434116,5.29853456886103,1.16735778137543e-07,9.23050463876091e-06
"gene-ETHE1",212.77288009178,0.779126605833484,0.147109850993496,5.29622320036155,1.18222321418373e-07,9.30353373219067e-06
"gene-LOC116518017",19.249772268895,3.26315202658892,0.616982822724173,5.28888634562155,1.23063324832498e-07,9.63859955536428e-06
"gene-SAMD4B",1326.03487359558,0.553981841359146,0.104832572174985,5.28444385047088,1.26087213453235e-07,9.82885513928381e-06
"gene-LOC116515205",93.3453766347569,1.29060642031853,0.244646156085031,5.27540036177783,1.32466569044908e-07,1.02776644133152e-05
"gene-LIN9",182.442490770739,-0.963403177979038,0.183008997774745,-5.26423940731502,1.40770913619976e-07,1.08709351331015e-05
"gene-LOC116503839",123.838538120693,0.64572705760718,0.122701258592585,5.26259522529628,1.42036055530203e-07,1.09176179241495e-05
"gene-ERCC6L2",507.699191390332,-0.590202474177199,0.112240131476258,-5.25839079493636,1.45321442070498e-07,1.11184358873012e-05
